timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,,
2017-11-17,140.9400,141.0500,139.5400,140.3100,140.3100,251256,0.0000,,
2017-11-16,144.1600,144.8200,140.8100,141.7100,141.7100,390467,0.0000,,
2017-11-15,145.3300,147.8800,141.6700,144.3500,144.3500,255242,0.0000,,
2017-11-14,142.5100,145.3300,140.5500,145.0700,145.0700,279505,0.0000,,
2017-11-13,139.4400,144.4200,139.4400,142.8000,142.8000,257913,0.0000,,
2017-11-10,144.3500,144.8900,138.1100,139.9000,139.9000,688684,0.0000,,
2017-11-09,146.7700,149.3100,143.8800,144.8600,144.8600,297841,0.0000,,
2017-11-08,146.1000,148.2500,146.1000,147.0400,147.0400,146669,0.0000,,
2017-11-07,146.9500,147.1800,145.0900,146.7000,146.7000,101846,0.0000,,
2017-11-06,146.9500,147.1300,145.8200,146.9600,146.9600,127620,0.0000,,
2017-11-03,145.1700,147.0000,144.1700,146.4400,146.4400,160856,0.0000,,
2017-11-02,143.7600,145.7200,142.1200,145.0900,145.0900,125238,0.0000,,
2017-11-01,146.4500,146.4500,142.6400,144.0600,144.0600,380109,0.0000,,
2017-10-31,143.6600,145.4600,142.9000,145.3500,145.3500,183338,0.0000,,
2017-10-30,144.8300,145.7300,142.0700,142.9200,142.9200,142308,0.0000,,
2017-10-27,142.8200,145.7600,141.8100,144.8300,144.8300,228848,0.0000,,
2017-10-26,142.1600,144.6600,141.6600,143.1200,143.1200,184805,0.0000,,
2017-10-25,143.5900,144.1100,141.0500,142.6600,142.6600,158895,0.0000,,
2017-10-24,143.5600,144.3800,142.8900,143.5200,143.5200,182613,0.0000,,
2017-10-23,143.9700,144.6300,142.8000,143.4800,143.4800,111437,0.0000,,
2017-10-20,143.8900,144.8600,142.8300,143.9300,143.9300,130372,0.0000,,
2017-10-19,143.2600,144.3000,142.5200,143.3500,143.3500,177050,0.0000,,
2017-10-18,142.1300,144.2600,141.7900,144.1600,144.1600,149741,0.0000,,
2017-10-17,141.9100,142.8800,141.6000,142.1500,142.1500,117392,0.0000,,
2017-10-16,143.4700,143.6600,140.7800,141.7400,141.7400,151118,0.0000,,
2017-10-13,143.4900,143.8800,142.1200,143.0400,143.0400,181843,0.0000,,
2017-10-12,142.9000,143.8600,141.8500,143.3600,143.3600,166075,0.0000,,
2017-10-11,143.8500,144.3400,141.7200,143.1900,143.1900,197723,0.0000,,
2017-10-10,142.4100,143.2600,140.9100,143.2100,143.2100,216894,0.0000,,
2017-10-09,141.7500,143.2500,141.0900,142.3800,142.3800,157862,0.0000,,
2017-10-06,139.9000,141.9400,139.7800,141.6100,141.6100,182940,0.0000,,
2017-10-05,139.9000,140.6400,138.7700,140.1400,140.1400,295242,0.0000,,
2017-10-04,137.8500,139.0000,136.9100,138.6300,138.6300,135627,0.0000,,
2017-10-03,136.4500,137.3400,135.1600,137.1700,137.1700,190959,0.0000,,
2017-10-02,136.8900,136.9800,134.5500,136.0100,136.0100,198055,0.0000,,
2017-09-29,134.9100,136.9900,134.4700,136.1500,136.1500,243196,0.0000,,
2017-09-28,134.5000,134.9300,132.7300,134.7000,134.7000,281176,0.0000,,
2017-09-27,135.2300,136.1300,134.2700,134.3200,134.3200,230406,0.0000,,
2017-09-26,136.2700,136.7800,134.3200,134.8500,134.8500,149783,0.0000,,
2017-09-25,135.9200,137.6300,135.4800,135.8600,135.8600,224282,0.0000,,
2017-09-22,135.8400,136.0500,134.0000,135.5500,135.5500,116713,0.0000,,
2017-09-21,136.3800,136.8200,135.3700,135.8100,135.8100,117044,0.0000,,
2017-09-20,136.2800,136.5300,134.7200,136.3800,136.3800,143411,0.0000,,
2017-09-19,135.8400,136.2200,134.9900,136.1800,136.1800,350921,0.0000,,
2017-09-18,134.4700,136.1900,134.4700,135.1500,135.1500,264507,0.0000,,
2017-09-15,135.6400,136.3300,133.8900,134.7000,134.7000,582431,0.0000,,
2017-09-14,137.6000,137.6800,134.8300,135.3000,135.3000,414142,0.0000,,
2017-09-13,137.9100,138.4900,137.3300,137.9400,137.9400,332472,0.0000,,
2017-09-12,135.8100,137.9700,134.1200,137.9200,137.9200,431548,0.0000,,
2017-09-11,136.7000,137.9700,135.4400,136.3900,136.3900,199445,0.0000,,
2017-09-08,135.0900,137.0600,133.8800,136.6800,136.6800,235336,0.0000,,
2017-09-07,134.0500,135.7600,133.1800,135.4800,135.4800,301014,0.0000,,
2017-09-06,131.2200,133.9800,130.1500,133.5500,133.5500,386799,0.0000,,
2017-09-05,130.0000,132.4900,128.3800,130.8700,130.8700,284466,0.0000,,
2017-09-01,129.5600,129.7800,127.6000,128.9300,128.9300,135463,0.0000,,
2017-08-31,127.3900,129.6100,126.3100,128.8700,128.8700,264371,0.0000,,
2017-08-30,126.9000,127.1000,125.5600,126.9300,126.9300,155255,0.0000,,
2017-08-29,123.2200,127.4600,123.1100,126.8900,126.8900,271695,0.0000,,
2017-08-28,124.6400,125.4000,123.3200,124.1900,124.1900,253578,0.0000,,
2017-08-25,127.1000,127.1000,123.8300,124.0500,124.0500,184569,0.0000,,
2017-08-24,127.3200,127.3200,125.2400,126.8400,126.8400,198052,0.0000,,
2017-08-23,127.5000,128.3000,126.5700,126.8800,126.8800,168634,0.0000,,
2017-08-22,127.2500,128.1900,126.1600,127.9700,127.9700,179160,0.0000,,
2017-08-21,126.1700,127.4900,125.4200,126.5500,126.5500,147690,0.0000,,
2017-08-18,125.9100,126.9300,125.0200,126.2600,126.2600,172408,0.0000,,
2017-08-17,126.9900,128.7100,126.3800,126.6200,126.6200,319215,0.0000,,
2017-08-16,127.2000,128.2000,126.6400,127.5400,127.5400,152006,0.0000,,
2017-08-15,127.0000,127.7800,126.1500,127.0200,127.0200,184415,0.0000,,
2017-08-14,126.0000,128.0700,125.1300,126.9200,126.9200,317080,0.0000,,
2017-08-11,125.1000,125.8900,122.4700,125.1200,125.1200,256666,0.0000,,
2017-08-10,126.0100,127.0600,124.7400,124.9800,124.9800,262813,0.0000,,
2017-08-09,128.1100,128.9200,125.7100,126.9700,126.9700,565031,0.0000,,
2017-08-08,125.0000,129.9400,124.9000,128.9700,128.9700,911191,0.0000,,
2017-08-07,122.0800,123.2000,121.2200,121.8300,121.8300,224099,0.0000,,
2017-08-04,122.2700,122.5900,120.2700,122.0600,122.0600,131648,0.0000,,
2017-08-03,121.4800,122.7200,120.2800,121.8700,121.8700,90969,0.0000,,
